id,source,surface,normalized,root,morph_segments,tokenizer_target,affixes,process,pos_guess,features,confidence,frequency_in_sources,context,notes
kap-morph-0107,literary,inia,inia,inia,inia,inia,,function_word,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,93,watas mipabustan lang makanian [Inia] oyan Kapampangan oyan ing,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0108,literary,kasalanan,kasalanan,salan,ka+salan+an,ka | salan | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,93,Paparusan Mu ko king [kasalanan] kung tutu nang mabayat,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0109,literary,makanyan,makanyan,nyan,maka+nyan,maka | nyan,maka-,prefixation,V/ADJ/N,prefix=maka-,medium,92,ing kayanakan na mesayang [makanyan] Dyos ko Nukarin Ka,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0110,literary,pamangan,pamangan,mang,pa+mang+an,pa | mang | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,92,kekeng bale dakal ing [pamangan] Hamun prutas kesu kalame,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0111,literary,kaligtasan,kaligtasan,ligtas,ka+ligtas+an,ka | ligtas | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,91,da na ping ating [kaligtasan] At tutung ating Dyos,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0112,literary,kamatayan,kamatayan,matay,ka+matay+an,ka | matay | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,90,na nya sigmit Aring [Kamatayan] At e ku atagal,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0113,literary,kinua,kinua,kua,k+in+ua,k | in | ua,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,90,sebat da ding Tulisan [Kinua] do ding kayang pera,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0114,literary,mangatua,mangatua,atua,mang+atua,mang | atua,mang-,prefixation,V/ADJ/N,prefix=mang-,medium,90,Ing sabi ra reng [mangatua] ing bie anti yang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0115,literary,pakiramdaman,pakiramdaman,kiramdam,pa+kiramdam+an,pa | kiramdam | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,90,pamitipun dang miminum magsaya [Pakiramdaman] yong maglabit mangaya Ere,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0116,literary,karetang,karetang,karetang,karetang,karetang,,function_word,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,89,Saresa matbud yang talaga [Karetang] mumukyat a pabisu-bisu Dakal,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0117,literary,bulan,bulan,bul,bul+an,bul | an,-an,suffixation,N/V,suffix=-an,medium,85,At ing manigning a [bulan] Anti la waring brilyanting,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0118,literary,kaniti,kaniti,kaniti,kaniti,kaniti,,function_word,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,85,Keka Agyang mabayat pa [kaniti] ing kaku myuman Mung,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0119,literary,misan,misan,mis,mis+an,mis | an,-an,suffixation,N/V,suffix=-an,medium,85,bie kalupanga lelangan Nung [misan] atyu ya king pait,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0120,literary,wanan,wanan,wan,wan+an,wan | an,-an,suffixation,N/V,suffix=-an,medium,85,kaniting saguli Magbanda kung [wanan] kaibat banding kaili Damdam,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0121,literary,malyari,malyari,lyari,ma+lyari,ma | lyari,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,83,Bakit ila ila maralas [malyari] Mipapanyingo la at mipapagsist,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0122,religious,pamamilatan,pamamilatan,mamilat,pa+mamilat+an,pa | mamilat | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,83,mitmu king pamisasalangsangan king [pamamilatan] da at oini aku,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0123,literary,pekapun,pekapun,kapun,pe+kapun,pe | kapun,pe-,prefixation,V/ADJ/N,prefix=pe-,medium,82,Nitang Mayupaya ing maguing [pekapun] At duku ngan keka,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0124,literary,pitung,pitung,tung,pi+tung,pi | tung,pi-,prefixation,V/ADJ/N,prefix=pi-,medium,81,bilus nang danum karing [pitung] ilug ya ing meging,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0125,literary,tutu,tutu,tu,tu~tu,tu~tu,tu~,reduplication,V/ADJ,reduplicated_cv=tu; aspect_or_intensification,medium,80,ko king kasalanan kung [tutu] nang mabayat O e,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0126,literary,kayanakan,kayanakan,yanak,ka+yanak+an,ka | yanak | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,79,Bakit kaya Ibpa ing [kayanakan] na mesayang makanyan Dyos,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0127,literary,lalaking,lalaking,laking,la~laking,la~laking,la~,reduplication,V/ADJ,reduplicated_cv=la; aspect_or_intensification,medium,78,Agyang ninu ya pang [lalaking] matapang ketang keang iki,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0128,literary,kaluguran,kaluguran,lugur,ka+lugur+an,ka | lugur | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,77,karing keang labi Ding [kaluguran] nang tapat anggang wakas,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0129,literary,pablasang,pablasang,blasang,pa+blasang,pa | blasang,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,77,karing dsutung a mamunga [Pablasang] ala kung kanglap a,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0130,literary,sisuan,sisuan,sisu,sisu+an,sisu | an,-an,suffixation,N/V,suffix=-an,medium,77,Bat ing amanu rang [sisuan] mapapatad ya inawa Makanano,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0131,literary,tatakut,tatakut,takut,ta~takut,ta~takut,ta~,reduplication,V/ADJ,reduplicated_cv=ta; aspect_or_intensification,medium,76,at tumulad Karing e [tatakut] mikalipak palad At ika,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0132,religious,tipan,tipan,tip,tip+an,tip | an,-an,suffixation,N/V,suffix=-an,medium,76,Dapot italakad ku ing [tipan] ku keka at lungub,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0133,literary,ikang,ikang,ikang,ikang,ikang,,function_word,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,75,o maslag a birhen [Ikang] maguing Reyna na ning,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0134,literary,katutuan,katutuan,tutu,ka+tutu+an,ka | tutu | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,75,eku balu Kasi ing [katutuan] na nini ala na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0135,literary,malyaring,malyaring,lyaring,ma+lyaring,ma | lyaring,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,75,ing kumaba ya bye [Malyaring] dakal pa ing daptan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0136,literary,tinape,tinape,tape,t+in+ape,t | in | ape,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,74,ne E mu king [tinape] karing ya mabibye ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0137,literary,maiguit,maiguit,iguit,ma+iguit,ma | iguit,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,73,ne katawan Pabulan na [maiguit] ing eya mamangan Antimong,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0138,literary,magkang,magkang,kang,mag+kang,mag | kang,mag-,prefixation,V/ADJ/N,prefix=mag-,medium,71,e la mika karatunan [Magkang] pota matuktuk la king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0139,literary,pasbul,pasbul,sbul,pa+sbul,pa | sbul,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,70,Ya y Kristo king [pasbul] ning Templo king ba,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0140,literary,sasabian,sasabian,sabi,sa~sabi+an,sa~sabi | an,sa~; -an,reduplication+suffixation,V/ADJ,reduplicated_cv=sa; aspect_or_intensification; suffix=-an,medium,70,yu king amanung kapampangan [Sasabian] da ding aliwa king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0141,literary,gawan,gawan,gaw,gaw+an,gaw | an,-an,suffixation,N/V,suffix=-an,medium,69,diling parusa kung adwabm [Gawan] Mung basura ing kakung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0142,literary,maniabi,maniabi,iabi,man+iabi,man | iabi,man-,prefixation,V/ADJ/N,prefix=man-,medium,69,ding kayanakan matalustus lang [maniabi] king salitang aguisingan at,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0143,literary,sinta,sinta,sta,s+in+ta,s | in | ta,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,69,lakwan mu ku man [sinta] mako kang pakakalale E,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0144,literary,dinan,dinan,dan,d+in+an,d | in | an,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,68,UBINGAN Nung ing Guinu [dinan] na keng peka-Eden ming,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0145,literary,miniabi,miniabi,miabi,m+in+iabi,m | in | iabi,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,66,Concepcion o Bamban Nganang [miniabi] ning Matua Nung Capas,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0146,literary,linual,linual,lual,l+in+ual,l | in | ual,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,64,Miercules bengi pa naman [Linual] cu qng I Susulapo,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0147,literary,pasalamat,pasalamat,salamat,pa+salamat,pa | salamat,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,64,kebaytan Ban myuman kung [pasalamat] meging anak da ka,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0148,religious,pasbulan,pasbulan,sbul,pa+sbul+an,pa | sbul | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,64,ding sablang lulual king [pasbulan] ning karelang ciudad Genesis,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0149,literary,babaing,babaing,baing,ba~baing,ba~baing,ba~,reduplication,V/ADJ,reduplicated_cv=ba; aspect_or_intensification,medium,63,ke ing Virgen karetang [babaing] iyas ding tuknangan Ikit,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0150,literary,kabaldugan,kabaldugan,baldug,ka+baldug+an,ka | baldug | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,63,ing sablang yan alang [kabaldugan] Uling e kayabe karing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0151,literary,mangan,mangan,ngan,ma+ngan,ma | ngan,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,63,a mu ba lang [mangan] asan detang pamilya ta,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0152,literary,nangan,nangan,nang,nang+an,nang | an,-an,suffixation,N/V,suffix=-an,medium,63,king yatu Ngening kaku [nangan] ing leguan at banglu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0153,literary,binang,binang,bang,b+in+ang,b | in | ang,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,61,ing Salita E re [binang] papayakmul ing lengguahi rang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0154,literary,dinalan,dinalan,dalan,d+in+alan,d | in | alan,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,61,keang atap maygit lang [dinalan] Kng Tibagin nung nu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0155,literary,canaan,canaan,cana,cana+an,cana | an,-an,suffixation,N/V,suffix=-an,medium,60,Joshua bayu la mine [Canaan] bebe ilug mitipun la,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0156,religious,pekabuntuk,pekabuntuk,kabuntuk,pe+kabuntuk,pe | kabuntuk,pe-,prefixation,V/ADJ/N,prefix=pe-,medium,60,Core Genesis Deti ilang [pekabuntuk] karing anak nang Esau,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0157,literary,larawan,larawan,laraw,laraw+an,laraw | an,-an,suffixation,N/V,suffix=-an,medium,59,ya t maging baintaung [larawan] ning tula I Robin,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
