id,batch,kapampangan,filipino,correct,comment
rv_0179,1 - main (please do these first),Ayamuyut nong PGMA ding negociante a mamuhunan king bansa,Nahikayat ni PGMA ang mga negosyante na mamuhunan sa ating bansa,,
rv_0180,1 - main (please do these first),Panatiliang malinis ing kecatamung silid-aralan.,Pulutin ang mga kalat sa paligid ng silid-aralan.,,
rv_0181,1 - main (please do these first),Ketan ing dila.,Kagatin ang dila,,
rv_0182,1 - main (please do these first),Mecapaglista ya ing PSE maigit apat a pulung milyong pesus penakitan kilub namu ning aduang bulan,Nakapagtala ang PSE ng mahigit apatnapung milyong pisong kita sa loob lamang ng dalawang buwan,,
rv_0183,1 - main (please do these first),Binarug ya ing utang ning gobierno king atlung trilyon at walumpulut siam a bilyung pesus,Pumalo ang utang ng gobyerno sa tatlong trilyon at walumpu't siyam na milyong piso,,
rv_0184,1 - main (please do these first),Agad yang sinulapo papunta king bale nang Amomongo.,Dali-dali siyang lumipad patungo sa bahay ni Amomongo.,,
rv_0185,1 - main (please do these first),Pakisabi mu pu.,Pakiusap lang po.,,
rv_0186,1 - main (please do these first),Nucarin ya ngan munta I James?,Sa bahay ba magkikita sina James?,,
rv_0187,1 - main (please do these first),Italacad ya king Iloilo ing bayung palapagan eroplanu ning PAL,Itatayo sa Iloilo ang bagong paliparan ng PAL,,
rv_0188,1 - main (please do these first),Ing cuentung Filipino ya ing asabing lalung mas minuna kesa king cuentong Japon.,Ang kuwentong Pilipino ang siyang masasabing lalong una kaysa sa kuwentong Hapon.,,
rv_0189,1 - main (please do these first),Bisa cang mangan?,Gusto niyo pong kumain?,,
rv_0190,1 - main (please do these first),Tanggapan me ing pamakirame cu.,Tanggapin mo ang aking pakikiramay.,,
rv_0191,1 - main (please do these first),Asaan ning presidenti ding LGUs a itucnang ing mesabing bayaran uling macaragdag ya iting gastusan a ipapasa da caring consumers,Inatasan ng pangulo ang mga LGUs na itigil ang nasabing bayaran dahil nakakadagdag ito ng gastusin na ipinapasa sa mga consumers.,,
rv_0192,1 - main (please do these first),Biclat da ne king Caloocan ing Botica ng Bayan,Binuksan na sa Caloocan ang Botika ng Bayan,,
rv_0193,1 - main (please do these first),Ninu ing bisang makiabe king programa?,Sino ang gustong sumali sa programa?,,
rv_0194,1 - main (please do these first),Milaco ya wari iti agad Doc?,Mawawala ba agad ito Dok?,,
rv_0195,1 - main (please do these first),Milaco ya wari agad ini?,Mawawala ba 'to agad?,,
rv_0196,1 - main (please do these first),Pakibaluan ing pakinabang a babie ning butul ning balubad,Alamin ang pakinabang na dulot ng buto ng kasoy,,
rv_0197,1 - main (please do these first),"Abias a mabilis pupulan, ati'na king mercado","Bigas na mabilis anihin, meron na sa merkado",,
rv_0198,1 - main (please do these first),"Ing lalacad mabagal, nung masucsuc ya mababo. Ing lalacad mabilis, nung masucsuc ya malalam.","Ang lumalakad nang mabagal, kung matinik ay mababaw. Ang lumalakad nang matulin, kung matinik ay malalim.",,
rv_0199,1 - main (please do these first),Apansinan nang Donia Teodora a e makiramdam i Jose king cayang binasa. Sera ne ing aclat.,Napansin ni Donya Teodora na hindi nakikinig si Jose sa kanyang binasa.,,
rv_0200,1 - main (please do these first),Isulat king maragul a letra ing amanu.,Isulat sa malaking titik ang salita.,,
rv_0201,1 - main (please do these first),Tuturing nang maragul a amun ning Palacio ing pamaging culelat ning economia ning Filipinas king Asia,Itinuturing na malaking hamon ng Palasyo ang pagiging kulelat ng ekonomiya ng Pilipinas sa Asya,,
rv_0202,1 - main (please do these first),Binarug ya king limampulung pesus at siam a pulu't limang centimus ing alaga ning pesus contra king metung a dollar bayu ya migsara king limampulu't metung a pesus at limang centimus,Pumalo sa limampung piso at siyamnapu't limang sentimo ang halaga ng piso kontra sa isang dolyar bago nagsara sa limampu't isang piso at limang sentimo.,,
rv_0203,1 - main (please do these first),Uli ning pangabigla nang Bernardo e ya mecapa-ngilag at bagya-bagya yang mesipit caring miyu-yumpugang batu.,Dahil sa pagkabigla ni Bernardo ay hindi siya nakaiwas at unti-unting siyang naipit ng nag-uuntugang bato.,,
rv_0204,1 - main (please do these first),Manggatal ya wari ing buldit mo?,Nagkakati ba ang puwet mo?,,
rv_0205,1 - main (please do these first),Papagingatan ne ning DTI ing publicu caring defectibung producto ngening Pascu,Pinag-iingat ng DTI ang publiko sa mga depektibong produkto ngayong Pasko,,
rv_0206,1 - main (please do these first),Saupan na ca sana ning Dios.,Pagpalain kayo ng diyos.,,
rv_0207,1 - main (please do these first),"Nung makitid ya ing ulas, magtiis cang mamaluctut.","Hangga't makitid ang kumot, magtiis mamaluktot.",,
rv_0208,1 - main (please do these first),Ninu ing tuki king field trip?,Sino ang sasama sa field trip?,,
rv_0209,1 - main (please do these first),Paintunan ing cabaldugan ning salita king thesaurus.,Hanapin ang kahulugan ng salita sa thesaurus.,,
rv_0210,1 - main (please do these first),Pilang bulan ne pu ing bingut?,Ilang buwan na po ang sanggol?,,
rv_0211,1 - main (please do these first),Ica mu wari king pamilya yu ing ating macanian a sakit?,May kakilala ka ba sa pamilya mo na may ganyang sakit din?,,
rv_0212,1 - main (please do these first),Linibu ing penakitan ning LRTA,Lumobo ang kita ng LRTA,,
rv_0213,1 - main (please do these first),Magsisi ca man at tauli ala nang maliari.,Magsisi ka man at huli wala nang mangyayari.,,
rv_0214,1 - main (please do these first),Ala yang capakibatan caring bictima ding pekeng dollar ing Banco Central ning Filipinas,Walang pananagutan sa mga biktima ng pekeng dolyar ang Bangko Sentral ng Pilipinas,,
rv_0215,1 - main (please do these first),"King sugestion ning paring Castila a minanga king sican at ticdi ning pungul, pepalagyuan deng Bernardo Carpio ding cayang pengari.","Sa suhestiyon ng kastilang pari na humanga sa lakas at kisig ng sanggol, siya ay pinangalanang Bernardo Carpio ng kanyang mga magulang.",,
rv_0216,1 - main (please do these first),Mengan na ca wari?,May baon ka ba?,,
rv_0217,1 - main (please do these first),"Agpang king Malacanang, e ya makaapectu ing politica king pamipaunlad ning economia","Ayon sa Malakanyang, hindi makakaapekto ang pulitika sa pag-unlad ng ekonomiya",,
rv_0218,1 - main (please do these first),"Agpang cang PGMA, matupad na ing pamamie obra caring Filipino","Ayon kay PGMA, matutupad na ang pagbibigay ng mga trabaho sa mga Pilipino",,
rv_0219,1 - main (please do these first),"""Ha, ha"", nganing matsing. ""Macanian pala, ne! Tatacut cang malumud! Ilumud daca ngeni.""","""Ha, ha"", ang tawa ng matsing.",,
rv_0220,1 - main (please do these first),"“Makiramdam ca cacu Jose, ing sabi na. Atin cung icuentu keca.”","Makinig ka sa akin, Jose, ang sabi niya.",,
rv_0221,1 - main (please do these first),Icabit ing cuaderno king lamesa at marcan cu la.,Ilagay ang notebook sa table at mamarkahan ko.,,
rv_0222,1 - main (please do these first),"“Ha, ha”, nganing matsing. “Macanian pala, ne! Tatacut cang malumud! Lunuran daca ngeni.”","""Ha, ha"", ang tawa ng matsing.",,
rv_0223,1 - main (please do these first),Atiu caninu ing susi ning bale?,Nakanino ang susi ng bahay?,,
rv_0224,1 - main (please do these first),"Dinatang ya nandin, ne?","Dumating siya kanina, ano?",,
rv_0225,1 - main (please do these first),Mayap a bengi pu Doc,Magandang gabi po Dok,,
rv_0226,1 - main (please do these first),Ipagpaumahin yu pu.,Makikisuyo po.,,
rv_0227,1 - main (please do these first),Mayap a bengi.,Magandang gabi.,,
rv_0228,1 - main (please do these first),Mayap a bengi Doc,Magandang hapon Dok,,
rv_0229,1 - main (please do these first),Mayap a bengi pu.,Magandang gabi ho.,,
rv_0230,1 - main (please do these first),"E ya mengan, ne?","Kumain ka, ano?",,
rv_0231,2 - extra,Metung a ralan at aduampulu't limang milyong pesus a pondu para king Gawad Kalinga,Isang daan at dalawampu't limang milyong pisong pondo para sa Gawad Kalinga,,
rv_0232,2 - extra,Catlumpulu't pitu,ikatatlumpu't pito,,
rv_0233,2 - extra,Mitas na naman maigit metung a dollar ing precio cada bariles ning gasolina king pangyatung palengki,Tumaas na naman ng mahigit isang dolyar ang presyo kada bariles ng gasolina sa pandaigdigang pamilihan.,,
rv_0234,2 - extra,Mamun na.,Paálam na.,,
rv_0235,2 - extra,Linobu ing penakitan ning Manila Water king banuang aduang libu at lima,Lumobo ang kita ng Manila Water sa taong dalawang libo at lima,,
rv_0236,2 - extra,"King salucuyan, mayakit ya king Zamboanga Sibugay ing pecamalauac a plantacion ding pun ning goma, katuki ya ing Basilan.","Sa kasalukuyan, matatagpuan sa Zamboanga Sibugay ang pinakamalawak na plantasyon ng mga puno ng goma, kasunod ang Basilan.",,
rv_0237,2 - extra,Tahimic at makiramdam.,Tumahimik at makinig.,,
rv_0238,2 - extra,Minukyat ya ing matsing at king metung a sanga ning pun dutung megumpisa nong pengan ding bunga ning kaki.,Umakyat ang matsing at sa isang sanga ng punongkahoy at sinimulan niyang kanin ang mga bunga ng kaki.,,
rv_0239,2 - extra,Minabut king apat a ralan siamapulu't atlu at capitnang milyong dollar ing acalap king pamilibayan napun king bansa.,Umabot sa apat na raan siyamnapu't tatlo at kalahating milyong dolyar ang nakalap sa palitan kahapon sa bansa.,,
rv_0240,2 - extra,"""Paburen mu"", ing sabi ning mapanlinlang a matsing, ""aku ing mukyat at managtal bunga para keca.""","""Bayaan mo"", ang wika ng mapanlinlang na matsing, ""ako ang aakyat at mamimitas para sa iyo.""",,
rv_0241,2 - extra,"""Paburen mu""�, ing sabi ning mapanlinlang a matsing, “aku ing mukyat at managtal bunga para keca.”","""Bayaan mo"", ang wika ng mapanlinlang na matsing, ""ako ang aakyat at mamimitas para sa iyo.""",,
rv_0242,2 - extra,Pagcabie da ding Rosenian,Ikinabubuhay ng mga Rosenian,,
rv_0243,2 - extra,Serioso ya ing Filipinas a apanatili ing posicion niti anting capat caring bansang mag-produce goma king mabilug a yatu.,Seryoso ang Pilipinas na mapanatili ang posisyon nito bilang ika-apat sa mga bansang nagpu-produce ng goma sa buong mundo.,,
rv_0244,2 - extra,Iyugse ing basura king plastic.,Itapon ang basura sa plastik,,
rv_0245,2 - extra,Lalung pasicnangan ing produccion ning mais,Lalong palalakasin ang produksyon ng mais,,
rv_0246,2 - extra,"Ating aduang pabula, metung king Japon at ing metung naman king Filipinas.","May dalawang pabula, isa'y sa Hapon at ang isa nama'y sa Pilipinas.",,
rv_0247,2 - extra,Talacad at mangadi.,Tumayo at manalangin.,,
rv_0248,2 - extra,Sinagacgac yang masican I Amomongo.,Tumawa nang malakas si Amomongo.,,
rv_0249,2 - extra,Sinabi nang Baterina a mayari ya ing proyecto king banuang aduang libo at walu asaupan la ding ortelanu king anam a balen ning mumunang distritu ning lalawigan.,Sinabi ni Baterina na matatapos ang proyekto sa taong dalawang libo at walo na matutulungan ang mga magsasaka sa anim na bayan sa unang distrito ng lalawigan.,,
rv_0250,2 - extra,"Ngeni, babie ya ing industria ning papacbung apat a ralang milyong pesus penakitan king capamalan.","Sa ngayon, nagbibigay ang industriya ng paputok ng apat na raang milyong pisong kita sa pamahalaan.",,
rv_0251,2 - extra,Ning Agosto banuang metung a libu siam a ralan at siam apulu't pitu,"Ng Agosto taong isang libo, siyam na raan at siyamnapu't pito.",,
rv_0252,2 - extra,Binabang walung porciento ing interes ding utang ning gobierno,Bumaba ng walong porsyento ang interes sa mga utang ng gobyerno,,
rv_0253,2 - extra,"Banuang libu walung dalan siam a pulu�t lima ini ing pasibayu lang mipulung ding calalakyan king cueva ning Pamitinan at carin, king dangalan nang Bernardo Carpio, geua de ing mumunang gulisac ning himagsican laban caring Castila.","Taung eighteen ninety five nang muling magpulong ang mga kalalakihan sa yungib ng Pamitinan at duon, sa karangalan ni Bernardo Carpio, ay ginawa nila ang unang sigaw ng himagsikan laban sa mga Kastila.",,
rv_0254,2 - extra,Dacal a salamat.,Maraming salamat.,,
rv_0255,2 - extra,"Inyang panaun a ing Filipinas sasacupan de pa ding Castila ating miyasawang manuknangan king cabitisan ning bunduc ning San Mateo, Rizal","Nuong panahon nang ang Pilipinas ay nasasakop pa ng mga Kastila ay mayruong mag-asawang naninirahan sa paanan ng bundok ng San Mateo, Rizal.",,
rv_0256,2 - extra,Inutusan nong Amomongo ding catyang cayabe a pumila.,Inutusan ni Amomongo ang kanyang mga kasama na humanay.,,
rv_0257,2 - extra,"""Inda co"" ing pagmalun ning matsing, ""maluat neng mete! At ing keca, Binibining Pau?"")","""Naku"", ang himutok ng matsing, ""matagal nang patay! At ang iyo, Binibining Pagong?""",,
rv_0258,2 - extra,"E mi balu nung iti atin yang aliuang calupa king capuluan ning Malaya, king Sumatra o Java.","Hindi naming malaman kung ito ay may iba pang kahawig sa Kapuluan ng Malaya, sa Sumatra o sa Haba.",,
rv_0259,2 - extra,"""Ati ca pala keni, amak a pau,"" ing sabi na.","""Narito ka pala, hamak na pagong"", ang sabi niya.",,
rv_0260,2 - extra,"Agpang cang PGMA, maragul ing asaup ning BPOS king pangaracal ning obra","Ayon kay PGMA, malaki ang naitulong ng BPOs sa pagdami ng trabaho",,
rv_0261,2 - extra,Atin cu pung asthma,May asthma po ako,,
rv_0262,2 - extra,Pepalino na ning presidenti a bisa yang gauang obrang mangaragul a sueldo king Ilocos Norte ban e la manaliuang bansa ding Filipino ban manakitan lamung maragul,Ipinaliwanag ng pangulo na ibig niyang lumikha ng trabahong malaki ang suweldo sa Ilocos Norte upang hindi na mangibang bansa ang mga Pilipino para kumita lamang nang malaki.,,
rv_0263,2 - extra,"""Ati ca pala keni, amac a pau,"" ing sabi na.","""Narito ka pala, hamak na pagong"", ang sabi niya.",,
rv_0264,2 - extra,Mangat ing economia king banuang aduang libu at apulu agpang kang Teves,Aangat ang ekonomiya sa taong dalawang libo at sampu ayon kay Teves,,
rv_0265,2 - extra,Atiyu king apat apulu't walung pesus at siam a pulu't limang centimus na ing libayan ning pesus laban king dollar,Nasa apatnapu't walong piso at siyamnapu't limang sentimo na ang palitan ng piso laban sa dolyar,,
rv_0266,2 - extra,Manganib a magisan ing produccion ning ngungut king bansa,Nanganganib na maubos ang produksyon ng niyog sa bansa,,
rv_0267,2 - extra,Maigit labing aduang bilyong pesus ing acolecta ning capamalan ibat king E-VAT manibat Noviembre ning milabas a banua,Mahigit labindalawang bilyong piso ang nakolekta ng pamahalaan mula sa E-VAT mula Nobyembre ng nakaraang taon,,
rv_0268,2 - extra,Nanu wari ing mabisang panulu ken?,Ano ba ang mabisang gamot diyan?,,
rv_0269,2 - extra,"Nung nanu ya ing pun, ya ing bunga.","Kung ano ang puno, siya ang bunga.",,
rv_0270,2 - extra,Dacal a salamat hu.,Maraming salamat ho.,,
rv_0271,2 - extra,"Munta ca wari king Menila, o king Baguiu?","Pupunta ka ba sa Maynila, o sa Baguio?",,
rv_0272,2 - extra,"""Inda co"" ing pagmalun ning matsing, ""maluat neng mete! At ing keca, Binibining Pau?""","""Naku"", ang himutok ng matsing, ""matagal nang patay! At ang iyo, Bb. Pagong?""",,
rv_0273,2 - extra,Dapot macananu nung e mig-click ing liban a negocio?,Pero paano kung hindi nag-click ang pinasok na negosyo?,,
rv_0274,2 - extra,Bawal mamuat mababayat,Bawal magbuhat ng mga mabibigat,,
rv_0275,2 - extra,Iti ing calabing aduang bulang mitutuki a maigit king metung bilyong dollar ing pedala ding OFWs a daralan caring banco,Ito na ang ikalabindalawang buwan na magkakasunod na mahigit sa isang bilyong dolyar ang padala ng mga OFWs na dumadaan sa mga bangko.,,
rv_0276,2 - extra,Basan ye ing cuento.,Basahin ninyo ang kuwento.,,
rv_0277,2 - extra,Bagiang binaui ing pesus contra king dollar,Bahagyang bumawi ang piso kontra sa dolyar,,
rv_0278,2 - extra,Pilang aldo neng lalagnat?,Gaano katagal na siyang nilalagnat?,,
rv_0279,2 - extra,Balaus ya pamaglagu ing alaga ning pesus laban king dollar,Pumalo sa pinakamataas na halaga ang piso kontra dolyar,,
