item_num,category,kapampangan,filipino_tagalog,english_gloss,grammatical_feature_as_labeled,reviewer_verdict,reviewer_notes
482,Extended batch (401-500),"Bagaman masakit ing pagsubok, e sumuko ing kekaming pamilya.","Bagaman mahirap ang pagsubok, hindi sumuko ang aming pamilya.","Although the trial was difficult, our family did not give up.",Concessive Subordinate (*Bagaman*) + Verbal Negation,,
483,Extended batch (401-500),Mas mayap kumalap tricycle kaysa maglakad potang bengi na.,Mas maganda ang kumuha ng tricycle kaysa maglakad kapag gabi na.,It is better to take a tricycle than to walk when it's already night.,Preferential Comparative + Temporal State Marker,,
484,Extended batch (401-500),Obakit e mu tinanggap ing tulong a inialok ning keka mong kaluguran?,Bakit hindi mo tinanggap ang tulong na inialok ng iyong kaibigan?,Why didn't you accept the help offered by your friend?,Direct Past Negation (*E mu*) + Relative Passive Modification,,
485,Extended batch (401-500),Alang ninuman ing makabalu king totoong dahilan ning kekang pag-alis.,Walang sinuman ang nakakaalam ng totoong dahilan ng kanyang pag-alis.,Nobody knows the real reason for his departure.,Universal Negative Subject + Embedded Direct Complement,,
486,Extended batch (401-500),Ing kotse a nakaparada king arapan ning gate nakatambak karin ng matagal.,Ang kotse na nakaparada sa tapat ng gate ay nakatambak doon nang matagal.,The car parked in front of the gate has been idling there for a long time.,Relative Stative Modification + Temporal Duration Phrase,,
487,Extended batch (401-500),Ali mu gagamitan ing gunting a yan uling pang-anak mu yan.,Huwag mong gagamitin ang gunting na iyan dahil pambata lamang iyan.,Don't use those scissors because they are only for children.,Prohibitive Object Focus + Instrumental Reason Clause,,
488,Extended batch (401-500),Baka makasama king katawan ing e pag-inum ng danum nang sapat.,Baka makasama sa afa ang hindi pag-inom ng tubig nang sapat.,Not drinking enough water might harm your health.,Epistemic Uncertainty (*Baka*) + Negative Infinitive Subject,,
489,Extended batch (401-500),"Bayu sumakai king biyahe, siguraduhin mung mengan ka na ng abak.","Bago sumakay ng biyahe, siguraduhing nakakain ka na ng agahan.","Before embarking on the trip, make sure you have eaten breakfast.",Temporal Limit Subordinator + Mandatory Completed Phase,,
490,Extended batch (401-500),E ku naramdaman a lumindol pala kanian madaling-aldo.,Hindi ko naramdaman na lumindol pala kaninang madaling-araw.,I didn't feel that an earthquake occurred early this morning.,Involuntary Perception Negation (*E ku naramdaman*) + Complement,,
491,Extended batch (401-500),"Kabang mag-ihaw isda i Tata, maghanda ya namang nasi i Inda.","Habang nag-iihaw ng isda si Tatay, naghahanda naman ng kanin si Nanay.","While Dad is grilling fish, Mom is preparing rice.",Simultaneous Action Clauses + Contrastive Marker (*naman*),,
492,Extended batch (401-500),Ninu-ninu ring nakatala para king seminar king tutuking Biyernes?,Sino-sino ang mga nakatala para sa seminar sa susunod na Biyernes?,Who are the people listed for the seminar next Friday?,Pluralized Interrogative Modifier + Temporal Directional Phrase,,
493,Extended batch (401-500),"Nung e ka magpadala ng resibo, e mi maipoproseso ing refund.","Kung hindi ka magpapadala ng resibo, hindi namin maipoproseso ang refund.","If you don't send a receipt, we cannot process the refund.",Negative Condition (*Nung e ka*) + Inability Negation (*e mi*),,
494,Extended batch (401-500),Ring anak a maglaro king uran inaus la na ning karelang tata.,Ang mga batang naglalaro sa ulan ay tinawag na ng kanilang ama.,The children playing in the rain were already called by their father.,Active Relative Clause + Inchoative Passive Ergative (*inatus la na*),,
495,Extended batch (401-500),Ali mu lalewan a nakabukas ing TV potang alang manalon.,Huwag mong iiwanang nakabukas ang TV kapag walang nanonood.,Don't leave the TV turned on when no one is watching.,Prohibitive Direct Control + Conditional Negative Existential,,
496,Extended batch (401-500),Baka e mayari ing kumpuni king dalan bayu mag-Lunes.,Baka hindi matapos ang kumpuni sa kalsada bago mag-Lunes.,Road repairs might not be completed before Monday.,Epistemic Possibility + Continuous Inability Negation,,
497,Extended batch (401-500),Inutos ning kapitan a linisin ing sablang kanal king barangay.,Ipinag-utos ng kapitan na linisin ang lahat ng kanal sa barangay.,The captain ordered all drainage canals in the village to be cleaned.,Transitive Mandative Voice (*Inutos*) + Infinitive Focus,,
498,Extended batch (401-500),Alang mekit king aksidente uling madilim ing dalan ketang oras a yan.,Walang nakakita sa aksidente dahil madilim ang kalye noong oras na iyon.,Nobody saw the accident because the street was dark at that time.,Universal Negative Perception + Past Stative Causal Clause,,
499,Extended batch (401-500),"Nung magpatuloy ing katulad kanining gawi, mabilis a maubos ing pondo.","Kung magpapatuloy ang ganitong gawi, mabilis na mauubos ang pondo.","If this habit continues, funds will be depleted quickly.",Continuous Conditional State + Future Involuntary Outcome,,
500,Extended batch (401-500),Ing tawling pagsusulit king semestre nakatakdang gawan king tutuking bulan.,Ang huling pagsusulit sa semestre ay nakatakdang ganapin sa susunod na buwan.,The final exam for the semester is scheduled to take place next month.,Nominalized Stative Subject + Future Locative Phase,,
